cell_key,cycle_number,time,charge_policy,discharge_policy,current,voltage,charge_capacity,discharge_capacity,temperature,discharge_dQdV
nca2505008,1.0,0.0,50100,100,2.88631193818928e-05,3.0607007,9.62889743381e-07,0.0,25,0.0
nca2505008,1.0,0.0300000014249235,50100,100,1.7492407535040642,3.066016,1.5539896714952202e-05,0.0,25,0.0
nca2505008,1.0,0.266000012641598,50100,100,1.748962023407178,3.0710952,0.0001301940792507,0.0,25,0.0
nca2505008,1.0,0.7780000369530171,50100,100,1.749047381772272,3.0760956000000004,0.0003789474964735,0.0,25,0.0
nca2505008,1.0,1.5100000717138755,50100,100,1.749110160421982,3.0810959,0.0007345999126519,0.0,25,0.0
nca2505008,1.0,2.3540001118017244,50100,100,1.749078447474365,3.0860963,0.0011446616570366,0.0,25,0.0
nca2505008,1.0,3.282000155886635,50100,100,1.7491484704393188,3.0912149,0.0015955532841661,0.0,25,0.0
nca2505008,1.0,4.3220002052839845,50100,100,1.749088692792261,3.0962152,0.002100845597195,0.0,25,0.0
nca2505008,1.0,5.520000262185931,50100,100,1.749195571377576,3.1012156,0.0026829390399848,0.0,25,0.0
nca2505008,1.0,6.69600031805021,50100,100,1.7489824832941798,3.1062555,0.0032542733449978,0.0,25,0.0
nca2505008,1.0,7.886000374564901,50100,100,1.749196875417804,3.1112558999999997,0.0038324801173909,0.0,25,0.0
nca2505008,1.0,9.24400043906644,50100,100,1.7490372600135988,3.1162562,0.0044922558707004,0.0,25,0.0
nca2505008,1.0,10.60400050367025,50100,100,1.74910864979605,3.1212568,0.0051530302808973,0.0,25,0.0
nca2505008,1.0,11.976000568829477,50100,100,1.7491649675480512,3.1262572,0.0058196565168592,0.0,25,0.0
nca2505008,1.0,13.514000641880555,50100,100,1.749052885280773,3.1312575,0.0065668908127848,0.0,25,0.0
nca2505008,1.0,14.988000711884524,50100,100,1.7493284157413391,3.1362579,0.0072831436481391,0.0,25,0.0
nca2505008,1.0,16.536000785417855,50100,100,1.7492646284373208,3.1413372,0.0080353274740939,0.0,25,0.0
nca2505008,1.0,18.240000866353512,50100,100,1.7490989827118508,3.1463767999999996,0.0088632343652343,0.0,25,0.0
nca2505008,1.0,19.918000946054235,50100,100,1.749129654965765,3.1514165000000003,0.009678523170912,0.0,25,0.0
nca2505008,1.0,21.68200102983974,50100,100,1.74914532425291,3.1564171,0.010535604420505,0.0,25,0.0
nca2505008,1.0,23.504001116380095,50100,100,1.7491069697720238,3.1614962,0.0114208469344753,0.0,25,0.0
nca2505008,1.0,25.358001204433094,50100,100,1.749149744335863,3.1665754,0.0123216590955946,0.0,25,0.0
nca2505008,1.0,27.43800130323507,50100,100,1.749148328714722,3.1715758,0.0133322781779649,0.0,25,0.0
nca2505008,1.0,29.28000139073265,50100,100,1.749174762958966,3.1766155,0.0142272726408555,0.0,25,0.0
nca2505008,1.0,31.33400148828514,50100,100,1.74911918080522,3.1816161,0.0152252423541938,0.0,25,0.0
nca2505008,1.0,33.48000159021467,50100,100,1.7491505470210489,3.1866164,0.0162679304798041,0.0,25,0.0
nca2505008,1.0,35.58400169014931,50100,100,1.749120259915616,3.1917744,0.0172901941469319,0.0,25,0.0
nca2505008,1.0,37.884001799393445,50100,100,1.749127839071871,3.1967747,0.0184076925416395,0.0,25,0.0
nca2505008,1.0,40.22600191063248,50100,100,1.748993883151195,3.2017751,0.0195455102829996,0.0,25,0.0
nca2505008,1.0,42.56800202186423,50100,100,1.7491188011048389,3.2068147999999996,0.0206834092904323,0.0,25,0.0
nca2505008,1.0,45.09800214204006,50100,100,1.749144382937269,3.211894,0.0219126691512722,0.0,25,0.0
nca2505008,1.0,47.566002259271045,50100,100,1.7491465040754322,3.2169731,0.0231118063115776,0.0,25,0.0
nca2505008,1.0,50.36200239206664,50100,100,1.749172138745163,3.2219737,0.0244703300705295,0.0,25,0.0
nca2505008,1.0,52.91800251347013,50100,100,1.74913272349862,3.226974,0.0257122143631998,0.0,25,0.0
nca2505008,1.0,55.71400264628028,50100,100,1.749145657609165,3.2319744,0.027070717555135,0.0,25,0.0
nca2505008,1.0,58.51600277936086,50100,100,1.749145380905738,3.2370141,0.0284321357746039,0.0,25,0.0
nca2505008,1.0,61.430002917768434,50100,100,1.749165384023625,3.2420146,0.0298479880443657,0.0,25,0.0
nca2505008,1.0,64.48400306283293,50100,100,1.749114340931918,3.247015,0.0313318201140679,0.0,25,0.0
nca2505008,1.0,67.61600321158767,50100,100,1.749145375234054,3.2520154,0.0328535766628011,0.0,25,0.0
nca2505008,1.0,70.7700033614019,50100,100,1.7491662479762258,3.2570157,0.0343860407206217,0.0,25,0.0
nca2505008,1.0,74.14800352184102,50100,100,1.7491036685207282,3.2620162999999995,0.0360272830742051,0.0,25,0.0
nca2505008,1.0,77.42800367763266,50100,100,1.749117323180317,3.2670166000000003,0.0376209233776855,0.0,25,0.0
nca2505008,1.0,80.87800384149887,50100,100,1.749163390084958,3.272017,0.0392972050394694,0.0,25,0.0
nca2505008,1.0,84.42000400974212,50100,100,1.749180356829194,3.2770962999999997,0.0410182042389594,0.0,25,0.0
nca2505008,1.0,88.22400419041514,50100,100,1.749036584485272,3.2820966,0.0428663529843478,0.0,25,0.0
nca2505008,1.0,91.93800436682068,50100,100,1.7491329959769768,3.287097,0.0446708752775743,0.0,25,0.0
nca2505008,1.0,95.80000455025584,50100,100,1.7491668423503188,3.2920973,0.0465473426848009,0.0,25,0.0
nca2505008,1.0,99.95600474765524,50100,100,1.749164151656965,3.2970976999999997,0.0485666556180148,0.0,25,0.0
nca2505008,1.0,103.97000493830274,50100,100,1.749120645129335,3.3020983,0.0505169252299669,0.0,25,0.0
nca2505008,1.0,108.16400513751432,50100,100,1.7491308697840209,3.3070986,0.0525546627900526,0.0,25,0.0
nca2505008,1.0,112.50200534355828,50100,100,1.7491529814417028,3.3121383,0.0546623922328016,0.0,25,0.0
nca2505008,1.0,116.97000555577688,50100,100,1.7491682847197672,3.3171782,0.0568333045292833,0.0,25,0.0
nca2505008,1.0,121.58000577474012,50100,100,1.749180243314817,3.3221786,0.0590732271139187,0.0,25,0.0
nca2505008,1.0,126.34000600083527,50100,100,1.749156009664262,3.327179,0.0613860001698812,0.0,25,0.0
nca2505008,1.0,131.34200623840297,50100,100,1.7491936884325892,3.3322189,0.0638164077379693,0.0,25,0.0
nca2505008,1.0,136.35400647646748,50100,100,1.7491567550100475,3.3372586,0.0662516227581109,0.0,25,0.0
